2020/01/02 14:39:27.497        rame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>95
2020/01/02 14:57:46.233 [HOST] <152:Status,All>9B
2020/01/02 14:57:46.236 [HOST] <152:Ack,0>3D
2020/01/02 14:57:46.239 [HOST] <152:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:57:47.237 [HOST] <153:Status,All>9C
2020/01/02 14:57:47.240 [HOST] <153:Ack,0>3E
2020/01/02 14:57:47.243 [HOST] <153:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:57:48.236 [HOST] <154:Status,All>9D
2020/01/02 14:57:48.239 [HOST] <154:Ack,0>3F
2020/01/02 14:57:48.242 [HOST] <154:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:57:49.239 [HOST] <155:Status,All>9E
2020/01/02 14:57:49.242 [HOST] <155:Ack,0>40
2020/01/02 14:57:49.245 [HOST] <155:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:57:50.240 [HOST] <156:Status,All>9F
2020/01/02 14:57:50.243 [HOST] <156:Ack,0>41
2020/01/02 14:57:50.246 [HOST] <156:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:57:51.241 [HOST] <157:Status,All>A0
2020/01/02 14:57:51.244 [HOST] <157:Ack,0>42
2020/01/02 14:57:51.247 [HOST] <157:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:57:52.243 [HOST] <158:Status,All>A1
2020/01/02 14:57:52.246 [HOST] <158:Ack,0>43
2020/01/02 14:57:52.249 [HOST] <158:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:57:53.245 [HOST] <159:Status,All>A2
2020/01/02 14:57:53.248 [HOST] <159:Ack,0>44
2020/01/02 14:57:53.251 [HOST] <159:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:57:54.247 [HOST] <160:Status,All>9A
2020/01/02 14:57:54.250 [HOST] <160:Ack,0>3C
2020/01/02 14:57:54.253 [HOST] <160:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C3
2020/01/02 14:57:55.247 [HOST] <161:Status,All>9B
2020/01/02 14:57:55.250 [HOST] <161:Ack,0>3D
2020/01/02 14:57:55.253 [HOST] <161:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:57:56.248 [HOST] <162:Status,All>9C
2020/01/02 14:57:56.251 [HOST] <162:Ack,0>3E
2020/01/02 14:57:56.254 [HOST] <162:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:57:57.249 [HOST] <163:Status,All>9D
2020/01/02 14:57:57.252 [HOST] <163:Ack,0>3F
2020/01/02 14:57:57.255 [HOST] <163:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:57:58.252 [HOST] <164:Status,All>9E
2020/01/02 14:57:58.255 [HOST] <164:Ack,0>40
2020/01/02 14:57:58.258 [HOST] <164:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:57:59.254 [HOST] <165:Status,All>9F
2020/01/02 14:57:59.257 [HOST] <165:Ack,0>41
2020/01/02 14:57:59.260 [HOST] <165:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:58:00.254 [HOST] <166:Status,All>A0
2020/01/02 14:58:00.257 [HOST] <166:Ack,0>42
2020/01/02 14:58:00.260 [HOST] <166:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:58:01.257 [HOST] <167:Status,All>A1
2020/01/02 14:58:01.260 [HOST] <167:Ack,0>43
2020/01/02 14:58:01.263 [HOST] <167:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:58:02.259 [HOST] <168:Status,All>A2
2020/01/02 14:58:02.262 [HOST] <168:Ack,0>44
2020/01/02 14:58:02.266 [HOST] <168:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:58:03.260 [HOST] <169:Status,All>A3
2020/01/02 14:58:03.263 [HOST] <169:Ack,0>45
2020/01/02 14:58:03.266 [HOST] <169:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:58:04.261 [HOST] <170:Status,All>9B
2020/01/02 14:58:04.264 [HOST] <170:Ack,0>3D
2020/01/02 14:58:04.267 [HOST] <170:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:58:05.263 [HOST] <171:Status,All>9C
2020/01/02 14:58:05.266 [HOST] <171:Ack,0>3E
2020/01/02 14:58:05.269 [HOST] <171:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:58:06.263 [HOST] <172:Status,All>9D
2020/01/02 14:58:06.266 [HOST] <172:Ack,0>3F
2020/01/02 14:58:06.269 [HOST] <172:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:58:07.265 [HOST] <173:Status,All>9E
2020/01/02 14:58:07.268 [HOST] <173:Ack,0>40
2020/01/02 14:58:07.271 [HOST] <173:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:58:08.267 [HOST] <174:Status,All>9F
2020/01/02 14:58:08.270 [HOST] <174:Ack,0>41
2020/01/02 14:58:08.273 [HOST] <174:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:58:09.268 [HOST] <175:Status,All>A0
2020/01/02 14:58:09.271 [HOST] <175:Ack,0>42
2020/01/02 14:58:09.274 [HOST] <175:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:58:10.268 [HOST] <176:Status,All>A1
2020/01/02 14:58:10.271 [HOST] <176:Ack,0>43
2020/01/02 14:58:10.274 [HOST] <176:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:58:11.269 [HOST] <177:Status,All>A2
2020/01/02 14:58:11.272 [HOST] <177:Ack,0>44
2020/01/02 14:58:11.275 [HOST] <177:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:58:12.272 [HOST] <178:Status,All>A3
2020/01/02 14:58:12.275 [HOST] <178:Ack,0>45
2020/01/02 14:58:12.278 [HOST] <178:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:58:13.273 [HOST] <179:Status,All>A4
2020/01/02 14:58:13.276 [HOST] <179:Ack,0>46
2020/01/02 14:58:13.280 [HOST] <179:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:58:14.275 [HOST] <180:Status,All>9C
2020/01/02 14:58:14.278 [HOST] <180:Ack,0>3E
2020/01/02 14:58:14.281 [HOST] <180:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:58:15.278 [HOST] <181:Status,All>9D
2020/01/02 14:58:15.281 [HOST] <181:Ack,0>3F
2020/01/02 14:58:15.284 [HOST] <181:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:58:16.278 [HOST] <182:Status,All>9E
2020/01/02 14:58:16.281 [HOST] <182:Ack,0>40
2020/01/02 14:58:16.284 [HOST] <182:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:58:17.280 [HOST] <183:Status,All>9F
2020/01/02 14:58:17.283 [HOST] <183:Ack,0>41
2020/01/02 14:58:17.286 [HOST] <183:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:58:18.282 [HOST] <184:Status,All>A0
2020/01/02 14:58:18.285 [HOST] <184:Ack,0>42
2020/01/02 14:58:18.288 [HOST] <184:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:58:19.283 [HOST] <185:Status,All>A1
2020/01/02 14:58:19.286 [HOST] <185:Ack,0>43
2020/01/02 14:58:19.289 [HOST] <185:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:58:20.285 [HOST] <186:Status,All>A2
2020/01/02 14:58:20.289 [HOST] <186:Ack,0>44
2020/01/02 14:58:20.292 [HOST] <186:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:58:21.285 [HOST] <187:Status,All>A3
2020/01/02 14:58:21.288 [HOST] <187:Ack,0>45
2020/01/02 14:58:21.291 [HOST] <187:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:58:22.287 [HOST] <188:Status,All>A4
2020/01/02 14:58:22.290 [HOST] <188:Ack,0>46
2020/01/02 14:58:22.293 [HOST] <188:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CD
2020/01/02 14:58:23.288 [HOST] <189:Status,All>A5
2020/01/02 14:58:23.291 [HOST] <189:Ack,0>47
2020/01/02 14:58:23.294 [HOST] <189:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CE
2020/01/02 14:58:24.291 [HOST] <190:Status,All>9D
2020/01/02 14:58:24.294 [HOST] <190:Ack,0>3F
2020/01/02 14:58:24.297 [HOST] <190:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:58:25.292 [HOST] <191:Status,All>9E
2020/01/02 14:58:25.295 [HOST] <191:Ack,0>40
2020/01/02 14:58:25.299 [HOST] <191:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:58:26.293 [HOST] <192:Status,All>9F
2020/01/02 14:58:26.296 [HOST] <192:Ack,0>41
2020/01/02 14:58:26.299 [HOST] <192:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:58:27.295 [HOST] <193:Status,All>A0
2020/01/02 14:58:27.298 [HOST] <193:Ack,0>42
2020/01/02 14:58:27.301 [HOST] <193:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:58:28.318 [HOST] <194:Status,All>A1
2020/01/02 14:58:28.321 [HOST] <194:Ack,0>43
2020/01/02 14:58:28.324 [HOST] <194:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CA
2020/01/02 14:58:29.319 [HOST] <195:Status,All>A2
2020/01/02 14:58:29.322 [HOST] <195:Ack,0>44
2020/01/02 14:58:29.325 [HOST] <195:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CB
2020/01/02 14:58:30.320 [HOST] <196:Status,All>A3
2020/01/02 14:58:30.323 [HOST] <196:Ack,0>45
2020/01/02 14:58:30.326 [HOST] <196:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>CC
2020/01/02 14:58:31.324 [HOST] <197:Status,All>A4
2020/01/02 14:58:31.327 [HOST] <197:Ack,0>46
